nome,nome_social,cpf,data_nascimento,naturalidade,sexo,nacionalidade,data_validade
Luiz Otávio Castro,Luiz Otávio Castro,602.531.497-70,03/11/1947,Porto Seguro,M,Brasileiro(a),29/12/2031
Sra. Ana Sophia Cunha,Sra. Ana Sophia Cunha,154.063.879-01,06/07/1984,Arinos,M,Brasileiro(a),06/10/2035
Kaique Leão,Kaique Leão,081.394.625-51,20/10/1962,Porto Seguro,F,Brasileiro(a),26/03/2033
Dra. Alícia Montenegro,Dra. Alícia Montenegro,269.045.138-70,29/07/1946,Almenara,M,Brasileiro(a),30/07/2035
Manuela Freitas,Manuela Freitas,896.504.217-85,11/04/1953,Rugim,M,Brasileiro(a),06/01/2027
Caleb Brito,Caleb Brito,623.147.895-55,17/09/1967,Pedra Grande,F,Brasileiro(a),07/09/2034
Eduarda da Conceição,Eduarda da Conceição,315.720.946-99,09/03/1959,Arinos,M,Brasileiro(a),16/09/2033
Antony Ferreira,Antony Ferreira,098.372.156-40,10/02/1992,Belo Horizonte,F,Brasileiro(a),10/09/2031
Antonella Barros,Antonella Barros,586.031.247-44,08/07/1978,Arinos,F,Brasileiro(a),10/02/2034
Lucas Gabriel Martins,Lucas Gabriel Martins,901.562.347-34,28/10/2001,Arinos,F,Brasileiro(a),07/02/2028
Yuri Almeida,Yuri Almeida,953.286.107-68,01/06/1961,Rugim,M,Brasileiro(a),07/12/2032
Maria Laura da Paz,Maria Laura da Paz,175.946.320-52,05/08/1992,São Paulo,M,Brasileiro(a),20/11/2030
Yuri Novaes,Yuri Novaes,452.961.703-34,21/07/1957,Belo Horizonte,M,Brasileiro(a),10/12/2028
Luara da Mata,Luara da Mata,236.470.815-07,22/09/1986,São Paulo,M,Brasileiro(a),21/10/2034
Alexandre Nascimento,Alexandre Nascimento,971.680.523-30,09/07/1994,Porto Seguro,F,Brasileiro(a),11/08/2033
Sabrina Lopes,Sabrina Lopes,096.847.123-40,22/10/1994,Almenara,M,Brasileiro(a),25/03/2032
Bella Jesus,Bella Jesus,021.697.538-77,08/08/2005,Rugim,M,Brasileiro(a),09/06/2033
Emanuella Ferreira,Emanuella Ferreira,705.491.823-14,11/06/2004,Arinos,F,Brasileiro(a),08/09/2030
Antonella Sá,Antonella Sá,194.350.678-75,08/06/1967,Porto Seguro,M,Brasileiro(a),29/03/2033
Daniela Carvalho,Daniela Carvalho,748.293.051-50,09/05/1948,Almenara,M,Brasileiro(a),06/09/2027
Emanuella Caldeira,Emanuella Caldeira,794.183.056-66,27/01/2005,Rugim,F,Brasileiro(a),03/07/2034
Luara Costa,Luara Costa,502.361.487-53,07/08/1982,Rugim,F,Brasileiro(a),09/03/2029
Erick Lima,Erick Lima,130.625.897-95,25/02/1965,Belo Horizonte,F,Brasileiro(a),06/09/2028
Pedro Jesus,Pedro Jesus,938.506.412-60,12/02/1955,Arinos,F,Brasileiro(a),20/07/2028
Caio Barros,Caio Barros,309.641.782-22,28/10/1962,Rugim,M,Brasileiro(a),13/07/2027
Samuel da Mota,Samuel da Mota,815.324.607-08,03/12/1999,Arinos,M,Brasileiro(a),25/05/2028
Letícia Montenegro,Letícia Montenegro,026.491.587-94,07/02/1977,Porto Seguro,M,Brasileiro(a),21/12/2032
Ana Laura Sousa,Ana Laura Sousa,387.960.521-12,19/04/1949,Almenara,F,Brasileiro(a),20/03/2030
Sr. Gustavo Albuquerque,Sr. Gustavo Albuquerque,763.840.159-00,09/02/1965,São Paulo,F,Brasileiro(a),11/03/2031
Srta. Sara Nogueira,Srta. Sara Nogueira,725.938.106-02,02/10/1954,São Paulo,M,Brasileiro(a),25/04/2031
Alícia Barbosa,Alícia Barbosa,706.953.182-68,10/02/1968,Rugim,M,Brasileiro(a),28/01/2027
Lorena Monteiro,Lorena Monteiro,250.746.983-83,15/05/1972,Almenara,M,Brasileiro(a),06/07/2027
Ravi Lucca Sales,Ravi Lucca Sales,915.267.380-40,20/05/1946,Rugim,M,Brasileiro(a),11/09/2033
Benjamin Garcia,Benjamin Garcia,513.429.067-99,16/08/1955,São Paulo,F,Brasileiro(a),25/08/2033
Bárbara Cirino,Bárbara Cirino,781.946.302-31,01/01/1948,Arinos,F,Brasileiro(a),08/08/2034
Olívia Oliveira,Olívia Oliveira,468.029.375-65,29/04/2002,Rugim,M,Brasileiro(a),29/01/2028
Levi Vargas,Levi Vargas,748.356.901-84,22/05/1965,Pedra Grande,F,Brasileiro(a),22/06/2029
Otto Barbosa,Otto Barbosa,205.973.418-50,15/09/1998,Pedra Grande,M,Brasileiro(a),31/10/2031
Ana Laura Siqueira,Ana Laura Siqueira,481.602.975-30,22/05/1966,Almenara,F,Brasileiro(a),07/03/2029
Bella Moreira,Bella Moreira,213.480.769-50,23/09/1981,São Paulo,M,Brasileiro(a),13/10/2030
Maria Machado,Maria Machado,719.846.352-55,09/01/1999,Porto Seguro,M,Brasileiro(a),28/11/2034
André Pereira,André Pereira,072.456.981-20,23/08/1970,Almenara,M,Brasileiro(a),30/07/2028
Pietro Viana,Pietro Viana,790.482.356-00,27/07/1979,Porto Seguro,F,Brasileiro(a),14/02/2033
Eduardo Sales,Eduardo Sales,420.319.578-05,06/01/1956,Belo Horizonte,M,Brasileiro(a),29/10/2034
Vinícius Porto,Vinícius Porto,290.367.854-56,10/10/2004,Porto Seguro,F,Brasileiro(a),21/01/2031
Alana Fogaça,Alana Fogaça,879.653.204-10,25/05/2002,Arinos,M,Brasileiro(a),15/06/2035
Srta. Ester Lopes,Srta. Ester Lopes,961.853.427-82,04/10/1957,Almenara,M,Brasileiro(a),28/03/2033
João Miguel Barros,João Miguel Barros,607.219.358-77,28/12/1991,Belo Horizonte,M,Brasileiro(a),10/02/2029
Danilo Teixeira,Danilo Teixeira,756.038.419-66,10/04/1991,Almenara,F,Brasileiro(a),04/07/2031
Leonardo Fernandes,Leonardo Fernandes,571.683.409-48,20/04/1995,Arinos,M,Brasileiro(a),24/07/2027
Isis Cavalcante,Isis Cavalcante,437.058.961-48,20/04/2002,Almenara,M,Brasileiro(a),15/07/2029
Gael Henrique Novaes,Gael Henrique Novaes,679.530.842-10,16/02/1983,Belo Horizonte,F,Brasileiro(a),31/01/2034
Dom Monteiro,Dom Monteiro,471.682.059-94,16/04/1980,São Paulo,F,Brasileiro(a),19/10/2031
Vitor Abreu,Vitor Abreu,061.473.259-06,02/01/1981,Belo Horizonte,M,Brasileiro(a),25/06/2034
Vitor Pacheco,Vitor Pacheco,519.042.368-98,30/01/1982,Pedra Grande,M,Brasileiro(a),10/07/2032
Luan Cunha,Luan Cunha,143.725.986-37,06/08/1953,São Paulo,M,Brasileiro(a),15/02/2035
Leonardo Pastor,Leonardo Pastor,984.671.235-91,12/09/1995,Pedra Grande,M,Brasileiro(a),17/07/2031
Esther Pacheco,Esther Pacheco,915.206.384-42,21/12/1958,Belo Horizonte,F,Brasileiro(a),15/04/2034
Brayan Rios,Brayan Rios,697.308.145-20,12/10/1962,Pedra Grande,M,Brasileiro(a),08/12/2030
Caio Pimenta,Caio Pimenta,385.726.901-40,11/03/1972,Almenara,F,Brasileiro(a),29/09/2029
Júlia da Luz,Júlia da Luz,352.187.960-77,11/05/2005,Belo Horizonte,F,Brasileiro(a),21/12/2030
Dom Cassiano,Dom Cassiano,536.218.097-59,19/01/1969,Almenara,M,Brasileiro(a),01/09/2031
Laura Castro,Laura Castro,036.548.197-10,10/05/1979,Arinos,F,Brasileiro(a),18/06/2031
Nathan Costa,Nathan Costa,902.781.645-01,10/02/1994,Almenara,F,Brasileiro(a),19/11/2027
Rafael Casa Grande,Rafael Casa Grande,342.509.176-06,12/04/2002,Rugim,M,Brasileiro(a),07/03/2035
Gustavo Henrique Costa,Gustavo Henrique Costa,497.138.502-97,30/11/1984,Rugim,M,Brasileiro(a),18/12/2034
Pedro Henrique Aparecida,Pedro Henrique Aparecida,749.521.083-41,04/12/1959,Belo Horizonte,F,Brasileiro(a),14/08/2032
Ian Duarte,Ian Duarte,623.401.589-15,21/02/1995,Pedra Grande,M,Brasileiro(a),19/02/2032
Lorena Cassiano,Lorena Cassiano,395.102.647-25,12/05/1956,Arinos,M,Brasileiro(a),30/04/2033
Sr. Antônio Nunes,Sr. Antônio Nunes,513.270.498-05,16/01/1966,Pedra Grande,M,Brasileiro(a),18/09/2035
Alícia Nascimento,Alícia Nascimento,126.084.375-08,20/02/1961,Pedra Grande,M,Brasileiro(a),01/03/2035
Olivia da Rosa,Olivia da Rosa,562.803.179-86,28/09/1954,Arinos,M,Brasileiro(a),30/03/2028
Dr. Dante Nascimento,Dr. Dante Nascimento,762.954.083-38,13/04/1959,Arinos,F,Brasileiro(a),26/05/2029
Brayan Lopes,Brayan Lopes,463.198.027-31,12/06/1947,Porto Seguro,M,Brasileiro(a),04/05/2031
Júlia Pimenta,Júlia Pimenta,397.825.460-38,02/09/1979,Arinos,F,Brasileiro(a),07/12/2034
Luiza Ferreira,Luiza Ferreira,084.697.135-66,24/06/1952,Porto Seguro,F,Brasileiro(a),13/07/2035
Vitor Gabriel Fogaça,Vitor Gabriel Fogaça,564.827.301-08,19/12/1978,Almenara,M,Brasileiro(a),05/03/2035
Dra. Ana Beatriz Vieira,Dra. Ana Beatriz Vieira,428.713.059-60,06/06/1953,Rugim,F,Brasileiro(a),12/12/2034
Bento Duarte,Bento Duarte,571.620.834-71,10/05/1958,São Paulo,M,Brasileiro(a),23/10/2030
Caleb Cunha,Caleb Cunha,539.281.640-15,10/03/1966,Belo Horizonte,F,Brasileiro(a),13/05/2028
Bianca Moraes,Bianca Moraes,681.705.243-26,28/02/1950,Almenara,F,Brasileiro(a),11/07/2027
Isaac Alves,Isaac Alves,038.194.726-22,20/10/1981,Pedra Grande,F,Brasileiro(a),26/01/2033
Arthur Cassiano,Arthur Cassiano,301.246.798-03,17/07/1967,Almenara,M,Brasileiro(a),19/11/2029
Emilly da Conceição,Emilly da Conceição,936.254.107-61,27/04/1974,São Paulo,F,Brasileiro(a),12/02/2032
Léo Campos,Léo Campos,602.984.175-02,16/10/2000,Arinos,M,Brasileiro(a),16/05/2027
Milena Machado,Milena Machado,523.078.641-80,19/10/1948,Belo Horizonte,F,Brasileiro(a),18/06/2028
Thales Nunes,Thales Nunes,576.912.480-67,08/05/1980,Almenara,F,Brasileiro(a),24/08/2035
Sophie Pereira,Sophie Pereira,937.084.621-22,30/03/1999,Belo Horizonte,M,Brasileiro(a),17/12/2031
Joana Rios,Joana Rios,952.740.836-92,26/06/1950,Porto Seguro,F,Brasileiro(a),28/11/2032
Mateus Gomes,Mateus Gomes,172.486.350-90,22/10/2006,Belo Horizonte,M,Brasileiro(a),05/09/2033
Gabrielly Sá,Gabrielly Sá,027.348.591-14,08/09/1990,Arinos,F,Brasileiro(a),26/12/2032
Srta. Allana Vargas,Srta. Allana Vargas,078.593.164-39,07/05/1951,Rugim,M,Brasileiro(a),12/09/2032
Carolina Leão,Carolina Leão,256.894.071-94,20/09/2000,Rugim,M,Brasileiro(a),14/03/2034
Luiz Miguel Sousa,Luiz Miguel Sousa,563.240.819-15,14/02/2002,Arinos,M,Brasileiro(a),25/02/2029
Léo Pires,Léo Pires,052.368.197-68,09/06/1968,Porto Seguro,M,Brasileiro(a),31/07/2032
Ísis Brito,Ísis Brito,952.381.074-04,09/02/1967,Almenara,M,Brasileiro(a),09/02/2031
Gabrielly Campos,Gabrielly Campos,827.039.154-97,20/08/1977,Almenara,F,Brasileiro(a),09/06/2035
Ana Sophia Aparecida,Ana Sophia Aparecida,325.746.891-19,02/02/1964,Arinos,F,Brasileiro(a),25/06/2034
Natália Cavalcanti,Natália Cavalcanti,130.896.257-68,22/03/1970,São Paulo,F,Brasileiro(a),07/01/2034
Benicio Moura,Benicio Moura,524.160.783-80,31/05/1996,Belo Horizonte,F,Brasileiro(a),07/03/2027
Isaque Carvalho,Isaque Carvalho,709.268.341-69,20/06/1995,Arinos,F,Brasileiro(a),03/10/2035
Yan Cassiano,Yan Cassiano,105.836.742-08,20/05/1969,Arinos,F,Brasileiro(a),01/10/2029
Allana Andrade,Allana Andrade,416.930.257-52,03/05/2003,Arinos,M,Brasileiro(a),24/01/2035
Henrique Moraes,Henrique Moraes,294.015.836-33,23/02/1976,Almenara,M,Brasileiro(a),10/09/2029
Ian Silva,Ian Silva,834.076.925-10,11/08/1998,São Paulo,M,Brasileiro(a),11/08/2034
Sr. Yuri Aparecida,Sr. Yuri Aparecida,504.319.862-15,06/03/1969,Arinos,M,Brasileiro(a),16/02/2028
Maria Eduarda Rezende,Maria Eduarda Rezende,897.621.430-78,21/07/1971,Pedra Grande,M,Brasileiro(a),05/09/2028
Levi Rezende,Levi Rezende,973.518.604-75,24/10/1953,São Paulo,F,Brasileiro(a),13/10/2034
Sra. Caroline Fernandes,Sra. Caroline Fernandes,583.642.910-33,26/01/1961,Rugim,M,Brasileiro(a),28/09/2032
Dra. Hadassa Porto,Dra. Hadassa Porto,890.674.132-40,08/07/1999,Pedra Grande,F,Brasileiro(a),19/12/2034
Cauê Cassiano,Cauê Cassiano,503.961.824-70,14/12/1945,Almenara,M,Brasileiro(a),10/02/2035
Sr. Joaquim Pimenta,Sr. Joaquim Pimenta,429.756.081-01,01/06/1956,Porto Seguro,F,Brasileiro(a),12/02/2034
Felipe Barbosa,Felipe Barbosa,704.298.365-38,15/09/1952,Arinos,F,Brasileiro(a),30/04/2031
Hellena Marques,Hellena Marques,781.963.405-75,08/07/2005,Belo Horizonte,F,Brasileiro(a),03/02/2035
Maya Leão,Maya Leão,874.109.365-84,17/12/1970,Belo Horizonte,F,Brasileiro(a),29/03/2029
Isaac Casa Grande,Isaac Casa Grande,853.740.291-50,24/09/1964,Belo Horizonte,F,Brasileiro(a),14/03/2032
Sara Mendonça,Sara Mendonça,837.192.506-95,20/10/2005,Rugim,M,Brasileiro(a),20/12/2030
Stella Barbosa,Stella Barbosa,304.629.517-07,06/01/1973,Arinos,M,Brasileiro(a),30/09/2032
Ana Júlia Monteiro,Ana Júlia Monteiro,396.205.781-12,15/04/1986,Belo Horizonte,M,Brasileiro(a),04/12/2033
Francisco Garcia,Francisco Garcia,210.735.864-80,23/07/1976,Belo Horizonte,F,Brasileiro(a),21/02/2031
Anthony Sá,Anthony Sá,201.463.579-06,31/08/1953,Porto Seguro,M,Brasileiro(a),12/08/2029
Dr. Pedro Henrique Pinto,Dr. Pedro Henrique Pinto,769.840.532-00,23/04/1958,Belo Horizonte,M,Brasileiro(a),04/12/2034
Luigi Sá,Luigi Sá,853.017.246-90,17/11/2001,Arinos,F,Brasileiro(a),28/02/2030
Cecília Fogaça,Cecília Fogaça,482.059.371-41,15/12/1972,Belo Horizonte,M,Brasileiro(a),08/05/2033
Bárbara Borges,Bárbara Borges,267.903.485-65,09/04/1992,Arinos,M,Brasileiro(a),22/01/2032
Bianca Pastor,Bianca Pastor,056.874.931-66,26/07/1975,Almenara,F,Brasileiro(a),01/10/2034
Cauê Gonçalves,Cauê Gonçalves,125.876.493-82,06/03/2007,Porto Seguro,M,Brasileiro(a),04/06/2031
Asafe Pereira,Asafe Pereira,317.805.462-62,19/06/1980,Belo Horizonte,M,Brasileiro(a),10/10/2031
Srta. Eloá Monteiro,Srta. Eloá Monteiro,576.043.291-52,31/08/2004,Belo Horizonte,M,Brasileiro(a),03/01/2032
Ana Cecília Gonçalves,Ana Cecília Gonçalves,398.762.401-96,22/04/1946,Pedra Grande,M,Brasileiro(a),20/10/2028
Enzo Cunha,Enzo Cunha,607.281.349-69,23/05/1971,Pedra Grande,F,Brasileiro(a),24/06/2029
Lara Silva,Lara Silva,273.504.918-32,12/03/2007,Belo Horizonte,F,Brasileiro(a),13/03/2028
Raul Melo,Raul Melo,684.539.271-46,18/01/2000,Porto Seguro,M,Brasileiro(a),29/01/2029
Isabella Castro,Isabella Castro,642.897.103-87,30/09/2003,Arinos,F,Brasileiro(a),14/05/2028
Dante Azevedo,Dante Azevedo,156.378.940-00,01/03/1969,Pedra Grande,M,Brasileiro(a),24/05/2027
Dr. Vitor Hugo Monteiro,Dr. Vitor Hugo Monteiro,137.589.642-37,21/06/1992,Rugim,F,Brasileiro(a),07/12/2030
Emanuella Freitas,Emanuella Freitas,523.478.910-14,30/08/1997,Porto Seguro,M,Brasileiro(a),07/07/2030
Sr. Rhavi Cavalcanti,Sr. Rhavi Cavalcanti,649.570.812-20,19/10/1978,Belo Horizonte,F,Brasileiro(a),10/09/2032
Sra. Rebeca Aragão,Sra. Rebeca Aragão,957.482.061-02,23/12/1952,São Paulo,F,Brasileiro(a),17/05/2028
José Miguel Garcia,José Miguel Garcia,521.078.369-30,01/07/1962,Porto Seguro,F,Brasileiro(a),04/02/2033
Lucca Câmara,Lucca Câmara,358.910.724-32,01/01/1960,Almenara,M,Brasileiro(a),10/02/2028
Rael Barros,Rael Barros,934.025.861-42,17/10/1968,Pedra Grande,F,Brasileiro(a),07/08/2029
Emanuella Novais,Emanuella Novais,632.941.508-06,08/12/1995,Pedra Grande,M,Brasileiro(a),11/11/2029
Lucca Sousa,Lucca Sousa,732.016.458-26,19/09/2007,Arinos,M,Brasileiro(a),10/06/2030
Ágatha Pimenta,Ágatha Pimenta,495.607.312-70,28/11/1961,Almenara,M,Brasileiro(a),06/10/2034
Dr. Mathias Câmara,Dr. Mathias Câmara,962.073.845-47,06/05/1963,Porto Seguro,M,Brasileiro(a),02/03/2028
Marcos Vinicius Pires,Marcos Vinicius Pires,210.538.679-21,13/11/1972,Almenara,M,Brasileiro(a),30/09/2034
Liam da Conceição,Liam da Conceição,795.023.168-86,11/03/1993,Arinos,F,Brasileiro(a),01/05/2031
Enzo Gabriel Borges,Enzo Gabriel Borges,413.769.208-40,13/01/1973,Arinos,M,Brasileiro(a),18/08/2035
Davi Luiz Rezende,Davi Luiz Rezende,580.143.679-01,06/11/1966,Rugim,M,Brasileiro(a),20/12/2031
Gabrielly Cavalcante,Gabrielly Cavalcante,576.893.140-66,06/09/1979,Pedra Grande,F,Brasileiro(a),26/04/2031
Matheus Gonçalves,Matheus Gonçalves,958.347.602-10,25/03/1972,Arinos,F,Brasileiro(a),22/12/2030
Luiz Gustavo Garcia,Luiz Gustavo Garcia,758.643.129-91,03/12/1950,Rugim,M,Brasileiro(a),30/08/2034
Bárbara Rios,Bárbara Rios,978.341.065-20,15/10/1999,Porto Seguro,F,Brasileiro(a),28/02/2027
Ana Liz Fonseca,Ana Liz Fonseca,540.179.386-39,26/08/1948,Belo Horizonte,M,Brasileiro(a),07/07/2034
Erick Vieira,Erick Vieira,845.197.632-82,23/01/1995,Rugim,F,Brasileiro(a),23/03/2031
Yasmin Rodrigues,Yasmin Rodrigues,193.708.452-32,16/05/1976,Pedra Grande,M,Brasileiro(a),02/01/2032
Amanda Souza,Amanda Souza,724.896.315-19,14/02/1946,Arinos,F,Brasileiro(a),05/12/2031
José Andrade,José Andrade,487.621.930-31,05/10/2004,Belo Horizonte,M,Brasileiro(a),20/02/2030
Dra. Ana Júlia Melo,Dra. Ana Júlia Melo,687.043.192-22,18/06/1968,Almenara,F,Brasileiro(a),07/04/2031
Heloísa Peixoto,Heloísa Peixoto,265.170.983-21,06/08/1956,Rugim,F,Brasileiro(a),12/05/2035
Mariana Costela,Mariana Costela,653.709.481-00,09/03/1953,Porto Seguro,F,Brasileiro(a),18/01/2035
Luan Câmara,Luan Câmara,429.716.805-76,29/04/1987,Pedra Grande,F,Brasileiro(a),21/08/2035
Valentim Fonseca,Valentim Fonseca,532.847.609-38,16/05/2000,São Paulo,F,Brasileiro(a),04/08/2027
Diogo Pacheco,Diogo Pacheco,549.823.071-05,15/09/1988,Almenara,M,Brasileiro(a),15/02/2031
Rhavi Silva,Rhavi Silva,147.083.269-04,04/03/1995,Almenara,M,Brasileiro(a),31/01/2031
Lunna Novaes,Lunna Novaes,164.325.089-24,22/09/2006,Pedra Grande,F,Brasileiro(a),14/10/2034
Sra. Ana Sophia da Cunha,Sra. Ana Sophia da Cunha,589.173.420-60,03/06/1971,Arinos,F,Brasileiro(a),09/05/2034
Manuela da Cruz,Manuela da Cruz,361.049.875-75,01/10/1974,Rugim,M,Brasileiro(a),27/12/2028
Leonardo da Mata,Leonardo da Mata,917.086.324-50,08/09/1984,Pedra Grande,F,Brasileiro(a),28/10/2032
Luigi Cirino,Luigi Cirino,243.908.657-65,08/04/1991,Belo Horizonte,M,Brasileiro(a),18/04/2032
Srta. Heloisa Vargas,Srta. Heloisa Vargas,170.896.453-39,21/05/1965,Almenara,F,Brasileiro(a),25/10/2030
Elisa Teixeira,Elisa Teixeira,254.869.031-89,02/04/1947,Rugim,M,Brasileiro(a),28/08/2035
João Pedro Freitas,João Pedro Freitas,894.610.325-60,23/11/1988,Belo Horizonte,M,Brasileiro(a),14/10/2027
Thales Dias,Thales Dias,985.320.641-24,29/09/1991,Almenara,M,Brasileiro(a),03/02/2034
Kevin Viana,Kevin Viana,395.870.124-88,16/06/1986,Rugim,F,Brasileiro(a),15/09/2030
Cauã Castro,Cauã Castro,301.948.275-50,05/04/1968,Rugim,M,Brasileiro(a),28/10/2028
Ravi Lucca Sampaio,Ravi Lucca Sampaio,753.812.904-97,19/10/1972,Pedra Grande,F,Brasileiro(a),15/11/2026
Srta. Ana Liz Aragão,Srta. Ana Liz Aragão,597.206.184-85,11/11/1945,Porto Seguro,M,Brasileiro(a),21/05/2035
Ana Lívia Borges,Ana Lívia Borges,761.053.982-12,13/01/1954,Rugim,M,Brasileiro(a),24/09/2028
Dra. Eloá Rios,Dra. Eloá Rios,863.594.270-10,20/08/1982,Arinos,M,Brasileiro(a),02/09/2034
Srta. Evelyn Machado,Srta. Evelyn Machado,706.935.148-84,13/09/1974,Arinos,M,Brasileiro(a),01/12/2033
Luiz Gustavo Cunha,Luiz Gustavo Cunha,435.201.986-06,17/06/1976,Almenara,M,Brasileiro(a),03/11/2034
Hadassa Rezende,Hadassa Rezende,613.289.475-64,27/07/1958,São Paulo,M,Brasileiro(a),05/02/2035
Marcela Costela,Marcela Costela,376.102.895-40,11/11/1964,Porto Seguro,F,Brasileiro(a),13/10/2031
Arthur Miguel Andrade,Arthur Miguel Andrade,148.052.639-89,28/06/1979,São Paulo,M,Brasileiro(a),26/02/2032
Heloísa Castro,Heloísa Castro,085.193.746-20,23/04/1946,Pedra Grande,F,Brasileiro(a),18/10/2029
Paulo Rodrigues,Paulo Rodrigues,754.913.068-00,27/05/1956,São Paulo,F,Brasileiro(a),21/02/2030
Laís Albuquerque,Laís Albuquerque,937.046.185-00,04/06/1972,Belo Horizonte,M,Brasileiro(a),01/08/2030
Marcos Vinicius Aragão,Marcos Vinicius Aragão,192.038.476-69,18/07/1996,Porto Seguro,F,Brasileiro(a),31/01/2027
Pedro Miguel Machado,Pedro Miguel Machado,158.062.943-15,08/03/1976,Rugim,M,Brasileiro(a),23/11/2028
Antônio Montenegro,Antônio Montenegro,504.827.931-04,27/11/1988,Porto Seguro,F,Brasileiro(a),19/09/2027
Dra. Natália Pereira,Dra. Natália Pereira,528.947.603-29,21/07/1949,Rugim,F,Brasileiro(a),09/08/2031
Gabriela Novais,Gabriela Novais,074.612.359-07,07/02/1952,São Paulo,M,Brasileiro(a),07/04/2033
Luna Castro,Luna Castro,507.369.248-92,01/03/1970,Rugim,F,Brasileiro(a),22/10/2029
Emanuella Silveira,Emanuella Silveira,694.317.528-91,31/03/1983,Porto Seguro,F,Brasileiro(a),27/02/2028
Sra. Camila da Cunha,Sra. Camila da Cunha,736.812.590-03,13/08/2001,Porto Seguro,F,Brasileiro(a),11/06/2031
Dr. Cauã Porto,Dr. Cauã Porto,960.487.215-01,16/09/1972,Rugim,M,Brasileiro(a),14/08/2032
Cecília da Conceição,Cecília da Conceição,651.243.907-43,13/06/1964,Almenara,F,Brasileiro(a),08/03/2035
Rodrigo Barbosa,Rodrigo Barbosa,428.736.915-73,27/08/1959,São Paulo,F,Brasileiro(a),07/09/2032
Maria Alice das Neves,Maria Alice das Neves,280.645.931-15,02/05/1960,São Paulo,F,Brasileiro(a),22/08/2034
Nathan Rezende,Nathan Rezende,731.402.968-78,17/11/1959,Pedra Grande,F,Brasileiro(a),01/06/2027
Hadassa Jesus,Hadassa Jesus,946.318.570-48,30/09/1975,Almenara,M,Brasileiro(a),22/09/2034
João Guilherme Macedo,João Guilherme Macedo,879.021.534-60,16/12/1972,Arinos,M,Brasileiro(a),22/06/2032
Giovanna Araújo,Giovanna Araújo,095.317.682-77,11/07/1971,Almenara,M,Brasileiro(a),07/04/2034
Ana Clara Leão,Ana Clara Leão,435.718.692-73,18/03/1964,São Paulo,F,Brasileiro(a),04/07/2033
Clarice Peixoto,Clarice Peixoto,705.134.862-08,15/05/1989,Belo Horizonte,M,Brasileiro(a),25/07/2032
Levi da Rocha,Levi da Rocha,456.819.230-70,01/06/1956,Porto Seguro,F,Brasileiro(a),21/09/2027
Luiz Henrique da Rocha,Luiz Henrique da Rocha,360.419.785-66,10/08/1987,Belo Horizonte,M,Brasileiro(a),27/05/2029
Dr. Anthony Gabriel Rocha,Dr. Anthony Gabriel Rocha,142.703.859-79,16/08/1948,Porto Seguro,F,Brasileiro(a),19/02/2028
Srta. Clarice Oliveira,Srta. Clarice Oliveira,194.582.607-01,27/07/2000,Belo Horizonte,M,Brasileiro(a),10/05/2031
Ana Vitória Sampaio,Ana Vitória Sampaio,158.603.924-51,11/01/1991,Pedra Grande,M,Brasileiro(a),18/03/2035
Nina Garcia,Nina Garcia,284.671.590-49,13/03/2000,São Paulo,F,Brasileiro(a),05/11/2034
Bella Câmara,Bella Câmara,784.960.125-49,08/09/1970,São Paulo,F,Brasileiro(a),05/08/2031
Ryan Casa Grande,Ryan Casa Grande,970.814.652-85,16/10/1976,Belo Horizonte,F,Brasileiro(a),25/03/2033
Dra. Isis Duarte,Dra. Isis Duarte,319.472.805-97,29/12/1993,Almenara,F,Brasileiro(a),06/10/2032
Stella Gomes,Stella Gomes,814.572.603-44,29/09/1992,São Paulo,M,Brasileiro(a),13/06/2030
Pietro Cavalcanti,Pietro Cavalcanti,167.285.409-11,22/03/1989,Porto Seguro,F,Brasileiro(a),13/04/2035
Srta. Ana Vitória Novaes,Srta. Ana Vitória Novaes,129.384.675-91,29/09/1964,Arinos,M,Brasileiro(a),09/06/2029
Valentina da Rosa,Valentina da Rosa,142.758.936-46,04/10/2002,Belo Horizonte,F,Brasileiro(a),23/08/2031
Cauã das Neves,Cauã das Neves,620.753.981-86,23/07/1980,Arinos,M,Brasileiro(a),05/08/2029
Pedro Miguel Andrade,Pedro Miguel Andrade,648.305.971-00,04/08/1950,Belo Horizonte,F,Brasileiro(a),02/01/2031
Alexia Alves,Alexia Alves,807.264.359-29,04/06/1953,São Paulo,M,Brasileiro(a),06/08/2028
Vitor Costela,Vitor Costela,230.685.741-53,09/11/1964,São Paulo,F,Brasileiro(a),15/05/2031
Maria Alice Sá,Maria Alice Sá,539.810.674-01,27/12/1958,São Paulo,F,Brasileiro(a),11/02/2032
Bernardo Novaes,Bernardo Novaes,948.651.302-33,23/09/1946,Arinos,F,Brasileiro(a),14/07/2031
Srta. Nina Andrade,Srta. Nina Andrade,506.279.134-07,09/01/1972,Almenara,M,Brasileiro(a),23/04/2028
Ana Cecília Fernandes,Ana Cecília Fernandes,431.687.029-78,20/09/1961,Almenara,F,Brasileiro(a),22/01/2030
Sr. Lorenzo Barros,Sr. Lorenzo Barros,139.567.840-57,18/04/1975,Arinos,M,Brasileiro(a),28/01/2029
José Guerra,José Guerra,519.068.324-98,10/04/1984,Porto Seguro,F,Brasileiro(a),07/04/2027
Maria Helena Farias,Maria Helena Farias,597.814.602-02,13/11/1965,Pedra Grande,F,Brasileiro(a),07/03/2031
